sample_index,episode_name,frame_index,task_index,prompt,mse,rmse,mae,max_abs_error,rel_error,cosine_similarity_mean,agreement_1e-2,agreement_1e-3,agreement_1e-4,agreement_1e-5,mse_jax_gt,mse_torch_gt,time_jax_ms,time_torch_ms
4,episode_000000,4,1,Grasp the apple from the table and put it in the box,5.727746611228213e-06,0.002393271111100498,0.001377652632072568,0.013330638408660889,0.18846136331558228,0.9999870896339417,0.9907894736842106,0.6289473684210526,0.17763157894736842,0.11710526315789474,0.0005652211257256567,0.0005247799563221633,180.19986152648926,369.1251277923584
0,episode_000000,0,1,Grasp the apple from the table and put it in the box,5.696783318853704e-06,0.0023867935224593066,0.0013280921848490834,0.015173107385635376,0.05732032284140587,0.9999872922897339,0.9868421052631579,0.6197368421052631,0.1736842105263158,0.11447368421052631,0.0003212166775483638,0.00026848033303394914,199.7077465057373,680.7460784912109
16,episode_000000,16,1,Grasp the apple from the table and put it in the box,5.576035164267523e-06,0.002361362988671484,0.0013915577437728643,0.014525741338729858,14.609152793884277,0.9999875754117966,0.993421052631579,0.6065789473684211,0.18421052631578946,0.11315789473684211,0.0007200845866464078,0.0006518633454106748,182.19828605651855,342.4863815307617
8,episode_000000,8,1,Grasp the apple from the table and put it in the box,5.182822405913612e-06,0.0022765812978924366,0.001384324743412435,0.010180801153182983,0.16025491058826447,0.9999884366989136,0.9960526315789474,0.5894736842105263,0.17894736842105263,0.11052631578947368,0.0008806599653325975,0.0008159001590684056,207.69071578979492,349.9007225036621
9,episode_000000,9,1,Grasp the apple from the table and put it in the box,5.162477464182302e-06,0.0022721085942758773,0.0013318974524736404,0.01230686902999878,0.13063037395477295,0.9999884277582168,0.9907894736842106,0.6078947368421053,0.1736842105263158,0.11447368421052631,0.0007908585830591619,0.0007614435162395239,191.36452674865723,337.89944648742676
3,episode_000000,3,1,Grasp the apple from the table and put it in the box,5.124247763887979e-06,0.002263680137273811,0.0013485231902450323,0.012872874736785889,0.068138487637043,0.9999885618686676,0.993421052631579,0.6013157894736842,0.18552631578947368,0.11052631578947368,0.0004946969565935433,0.00044361368054524064,178.90095710754395,390.261173248291
10,episode_000000,10,1,Grasp the apple from the table and put it in the box,4.960043497703737e-06,0.0022271155106333702,0.00131454027723521,0.01315450668334961,0.11795783787965775,0.9999888777732849,0.9921052631578947,0.6052631578947368,0.18947368421052632,0.11578947368421053,0.000952959235291928,0.0009097066940739751,182.90376663208008,352.97322273254395
2,episode_000000,2,1,Grasp the apple from the table and put it in the box,4.846908268518746e-06,0.002201569501178363,0.0014220913872122765,0.010401248931884766,0.25882065296173096,0.999989065527916,0.9986842105263158,0.5657894736842105,0.16842105263157894,0.11052631578947368,0.00039677071617916226,0.00036958963028155267,189.43285942077637,448.9772319793701
6,episode_000000,6,1,Grasp the apple from the table and put it in the box,4.731586159323342e-06,0.002175220944944063,0.0013904161751270294,0.010792165994644165,0.17387348413467407,0.9999894559383392,0.9973684210526316,0.5644736842105263,0.15921052631578947,0.11052631578947368,0.0007702715811319649,0.0007541937520727515,179.002046585083,417.3898696899414
5,episode_000000,5,1,Grasp the apple from the table and put it in the box,4.323828761698678e-06,0.002079381822008329,0.0013411424588412046,0.011244535446166992,0.07768730074167252,0.9999903291463852,0.9986842105263158,0.5618421052631579,0.15921052631578947,0.1118421052631579,0.0007315786788240075,0.0007015654700808227,179.10265922546387,356.3275337219238
7,episode_000000,7,1,Grasp the apple from the table and put it in the box,4.263247319613583e-06,0.00206476325994376,0.0012727106222882867,0.009082019329071045,0.09001592546701431,0.9999905496835708,1.0,0.6013157894736842,0.2013157894736842,0.11315789473684211,0.00080894585698843,0.0007578315562568605,187.53647804260254,374.99094009399414
12,episode_000000,12,1,Grasp the apple from the table and put it in the box,4.229499154462246e-06,0.0020565746167990713,0.001378405373543501,0.008864879608154297,0.11661188304424286,0.9999905675649643,1.0,0.5486842105263158,0.1618421052631579,0.1118421052631579,0.0008650252711959183,0.0008224497432820499,178.09510231018066,348.65498542785645
14,episode_000000,14,1,Grasp the apple from the table and put it in the box,4.12764165957924e-06,0.0020316598287063808,0.0012578131863847375,0.011550068855285645,0.1534828543663025,0.9999907612800598,0.9960526315789474,0.6026315789473684,0.1763157894736842,0.11315789473684211,0.0007641900447197258,0.0007312422385439277,177.60968208312988,344.67053413391113
11,episode_000000,11,1,Grasp the apple from the table and put it in the box,4.079790414834861e-06,0.002019849106947066,0.001219145837239921,0.015186786651611328,0.13904133439064026,0.9999909043312073,0.9973684210526316,0.6263157894736842,0.18947368421052632,0.1118421052631579,0.0009239555220119655,0.0008898897212930024,179.11767959594727,338.9759063720703
13,episode_000000,13,1,Grasp the apple from the table and put it in the box,4.035288839077111e-06,0.002008802837283219,0.0012344353599473834,0.011410027742385864,0.11171671003103256,0.9999910235404968,0.9986842105263158,0.6157894736842106,0.18157894736842106,0.11052631578947368,0.0008753587026149035,0.0008155818795785308,183.1221580505371,339.6883010864258
1,episode_000000,1,1,Grasp the apple from the table and put it in the box,3.2668228868715232e-06,0.0018074354447314357,0.0011297994060441852,0.008578002452850342,0.8235006332397461,0.9999926388263702,1.0,0.6368421052631579,0.1868421052631579,0.11052631578947368,0.0002782920200843364,0.00025976469623856246,191.47014617919922,461.0624313354492
17,episode_000000,17,1,Grasp the apple from the table and put it in the box,3.1668823794461787e-06,0.0017795736510316674,0.0011453175684437156,0.01051938533782959,0.0784103125333786,0.9999929785728454,0.9986842105263158,0.6171052631578947,0.15921052631578947,0.10657894736842105,0.000610055576544255,0.0005961417919024825,181.92076683044434,338.7298583984375
15,episode_000000,15,1,Grasp the apple from the table and put it in the box,2.9342218113015406e-06,0.0017129570372024924,0.0010642403503879905,0.010268092155456543,0.10396593809127808,0.9999934375286103,0.9986842105263158,0.6552631578947369,0.1763157894736842,0.1118421052631579,0.000734942383132875,0.0007124376716092229,182.1448802947998,342.30852127075195
18,episode_000000,18,1,Grasp the apple from the table and put it in the box,2.4763151031947928e-06,0.0015736311839801577,0.0009721991373226047,0.009187877178192139,0.22454002499580383,0.9999944925308227,1.0,0.675,0.2026315789473684,0.11052631578947368,0.0005972178187221289,0.0005783131928183138,181.35309219360352,343.2652950286865
19,episode_000000,19,1,Grasp the apple from the table and put it in the box,2.3786635665601352e-06,0.00154229166066608,0.0009349368046969175,0.01055896282196045,0.06435631960630417,0.9999946743249893,0.9986842105263158,0.6934210526315789,0.19210526315789472,0.11052631578947368,0.0005496461526490748,0.0005266603548079729,181.32853507995605,336.4753723144531
