sample_index,episode_name,frame_index,task_index,prompt,mse,rmse,mae,max_abs_error,rel_error,cosine_similarity_mean,agreement_1e-2,agreement_1e-3,agreement_1e-4,agreement_1e-5,mse_jax_gt,mse_torch_gt,time_jax_ms,time_torch_ms
5,episode_000000,5,1,Grasp the apple from the table and put it in the box,0.00012617747415788472,0.011232874705874927,0.004313238896429539,0.08206954598426819,379.509033203125,0.9997192591428756,0.8842105263157894,0.4986842105263158,0.16710526315789473,0.1118421052631579,0.00031000180752016604,0.0007015654700808227,591.1881923675537,325.96731185913086
7,episode_000000,7,1,Grasp the apple from the table and put it in the box,0.00010459646728122607,0.010227241430670641,0.00413211714476347,0.06919431686401367,41.116214752197266,0.9997672349214554,0.8842105263157894,0.5078947368421053,0.1723684210526316,0.11447368421052631,0.0003930797684006393,0.0007578315562568605,585.442304611206,331.3636779785156
6,episode_000000,6,1,Grasp the apple from the table and put it in the box,0.00010168214066652581,0.010083756277624218,0.004081711173057556,0.07086512446403503,325.2346496582031,0.9997737348079682,0.8868421052631579,0.5026315789473684,0.17105263157894737,0.11447368421052631,0.00039130079676397145,0.0007541937520727515,585.2956771850586,331.6059112548828
4,episode_000000,4,1,Grasp the apple from the table and put it in the box,7.643755816388875e-05,0.00874285755138952,0.003440483706071973,0.06223204731941223,347.1077575683594,0.9998298227787018,0.9078947368421053,0.4921052631578947,0.16578947368421051,0.10789473684210527,0.0002505924494471401,0.0005247799563221633,594.6221351623535,325.03318786621094
9,episode_000000,9,1,Grasp the apple from the table and put it in the box,6.82233803672716e-05,0.008259744570340635,0.0035239714197814465,0.056039780378341675,166.4909210205078,0.9998482167720795,0.9,0.5302631578947369,0.19078947368421054,0.11052631578947368,0.0004568408476188779,0.0007614435162395239,585.6993198394775,335.93034744262695
8,episode_000000,8,1,Grasp the apple from the table and put it in the box,6.157919415272772e-05,0.007847241180996525,0.0033434152137488127,0.05435281991958618,198.61563110351562,0.9998629659414291,0.9013157894736842,0.5473684210526316,0.20526315789473684,0.11710526315789474,0.0005130843492224813,0.0008159001590684056,590.144157409668,335.88719367980957
2,episode_000000,2,1,Grasp the apple from the table and put it in the box,5.961147689959034e-05,0.007720846903001661,0.0029850157443434,0.06385567784309387,56.62301254272461,0.999867570400238,0.9328947368421052,0.5092105263157894,0.14342105263157895,0.1118421052631579,0.00015833595534786582,0.00036958963028155267,591.4499759674072,334.1646194458008
3,episode_000000,3,1,Grasp the apple from the table and put it in the box,5.472288830787875e-05,0.0073974920282402976,0.0030056519899517298,0.05173709988594055,214.32760620117188,0.9998779088258744,0.925,0.5144736842105263,0.1618421052631579,0.1118421052631579,0.0002318880142411217,0.00044361368054524064,592.0488834381104,326.2016773223877
0,episode_000000,0,1,Grasp the apple from the table and put it in the box,3.7882025935687125e-05,0.006154837604331013,0.002475503832101822,0.05721047520637512,12.465362548828125,0.9999154448509217,0.9578947368421052,0.5486842105263158,0.18289473684210528,0.11578947368421053,0.00012904140749014914,0.00026848033303394914,625.7667541503906,323.6675262451172
1,episode_000000,1,1,Grasp the apple from the table and put it in the box,3.509271118673496e-05,0.005923910126490354,0.002292764838784933,0.05665457248687744,26.651634216308594,0.9999215990304947,0.9631578947368421,0.5671052631578948,0.1736842105263158,0.12236842105263158,0.00012411896022967994,0.00025976469623856246,594.3663120269775,323.17638397216797
10,episode_000000,10,1,Grasp the apple from the table and put it in the box,6.9642292146454565e-06,0.002638982609765638,0.001438005710951984,0.015488266944885254,247.3717498779297,0.9999845802783967,0.9815789473684211,0.5842105263157895,0.19342105263157894,0.11710526315789474,0.0007968680001795292,0.0009097066940739751,586.057186126709,329.8375606536865
11,episode_000000,11,1,Grasp the apple from the table and put it in the box,6.359733106364729e-06,0.0025218511269233814,0.0014001732924953103,0.013576149940490723,234.4880828857422,0.9999858558177948,0.9855263157894737,0.5960526315789474,0.2118421052631579,0.11973684210526316,0.000792334321886301,0.0008898897212930024,589.0288352966309,325.3633975982666
12,episode_000000,12,1,Grasp the apple from the table and put it in the box,5.197801783651812e-06,0.0022798688084299528,0.0013706900645047426,0.009366393089294434,101.04991912841797,0.9999884068965912,1.0,0.593421052631579,0.2026315789473684,0.11842105263157894,0.0007630268228240311,0.0008224497432820499,585.667610168457,325.7725238800049
13,episode_000000,13,1,Grasp the apple from the table and put it in the box,5.1521906243579e-06,0.0022698437444806413,0.001325841061770916,0.009791404008865356,65.71652221679688,0.9999884843826294,1.0,0.5973684210526315,0.22763157894736843,0.11973684210526316,0.0007482445798814297,0.0008155818795785308,588.6707305908203,323.99559020996094
18,episode_000000,18,1,Grasp the apple from the table and put it in the box,5.136624622537056e-06,0.002266412279912253,0.0013533825986087322,0.009218759834766388,334.9691162109375,0.9999885469675064,1.0,0.6131578947368421,0.16842105263157894,0.10921052631578948,0.0005333981825970113,0.0005783131928183138,590.2421474456787,326.76053047180176
14,episode_000000,14,1,Grasp the apple from the table and put it in the box,4.691779395216145e-06,0.0021660515679955876,0.0012640046188607812,0.009702339768409729,26.170738220214844,0.9999895095825195,1.0,0.6355263157894737,0.20789473684210527,0.11710526315789474,0.0006757784867659211,0.0007312422385439277,591.7329788208008,324.3825435638428
